employee_id,department,years_at_company,satisfaction_score,last_evaluation,salary_usd,left_company
EMP-9692,HR,12,1.6,1.9,84947,0
EMP-9693,Sales,11,1.6,3.5,193556,0
EMP-9694,HR,13,4.6,3.7,159578,1
EMP-9695,Marketing,1,1.2,2.9,144086,0
EMP-9696,Marketing,12,3.8,1.9,83255,0
EMP-9697,Marketing,3,2.9,2.6,70512,0
EMP-9698,Sales,1,2.0,2.9,148621,0
EMP-9699,Finance,3,3.2,1.8,102083,0
EMP-9700,Engineering,5,4.4,4.7,105434,0
EMP-9701,Sales,11,1.4,2.4,77083,1
EMP-9702,Finance,13,3.7,4.7,192666,0
EMP-9703,Finance,15,4.8,3.0,87696,0
EMP-9704,Finance,3,3.3,3.6,198834,0
EMP-9705,HR,1,4.0,4.3,189458,0
EMP-9706,Marketing,3,4.7,2.2,159314,0
EMP-9707,Marketing,15,3.5,4.2,68632,0
EMP-9708,Engineering,15,1.8,2.9,66914,1
EMP-9709,Engineering,5,3.0,5.0,61098,0
EMP-9710,Engineering,12,1.7,2.3,173165,0
EMP-9711,Sales,13,4.5,1.8,96844,0
EMP-9712,Marketing,15,1.3,1.5,134987,0
EMP-9713,Sales,1,3.7,2.9,164643,0
EMP-9714,Marketing,1,3.8,4.5,90095,0
EMP-9715,Engineering,5,1.2,4.5,134733,0
EMP-9716,Engineering,12,3.7,4.6,190319,1
EMP-9717,HR,12,4.1,1.9,94884,0
EMP-9718,Sales,2,3.8,2.9,193355,0
EMP-9719,Finance,5,1.9,1.5,105004,1
EMP-9720,Marketing,12,3.0,2.3,177115,0
EMP-9721,Sales,7,1.7,1.7,91248,1
EMP-9722,Finance,8,1.0,3.9,174441,1
EMP-9723,HR,9,2.5,1.4,67868,1
EMP-9724,HR,8,4.0,4.3,111796,0
EMP-9725,Finance,10,2.9,2.1,150473,0
EMP-9726,HR,7,4.8,3.4,52296,1
EMP-9727,HR,7,4.4,4.9,184798,0
EMP-9728,HR,10,2.5,1.7,185276,0
EMP-9729,Marketing,10,4.8,1.1,197451,0
EMP-9730,Finance,10,3.2,4.7,124873,0
EMP-9731,Finance,4,4.0,4.4,63504,0
EMP-9732,Finance,5,4.1,2.7,121951,0
EMP-9733,Sales,12,2.3,3.2,85143,0
EMP-9734,HR,15,3.8,4.7,107798,0
EMP-9735,Sales,1,1.5,2.4,94340,0
EMP-9736,Finance,12,1.8,4.6,67809,0
EMP-9737,HR,8,2.4,2.5,197827,1
EMP-9738,Sales,6,1.6,2.1,65851,1
EMP-9739,HR,1,2.0,3.6,53276,0
EMP-9740,Marketing,13,1.4,2.7,76068,0
EMP-9741,Engineering,2,4.2,2.9,109235,0
EMP-9742,Sales,15,4.2,4.7,100316,0
EMP-9743,Marketing,10,3.4,1.2,186653,1
EMP-9744,Sales,5,2.9,2.8,91609,0
EMP-9745,Marketing,6,1.5,1.1,94036,1
EMP-9746,Marketing,6,2.7,1.2,196025,0
EMP-9747,Finance,4,1.7,1.4,144506,0
EMP-9748,Sales,7,3.2,4.1,82696,0
EMP-9749,Sales,7,4.4,2.3,143800,0
EMP-9750,Engineering,7,4.6,2.2,167237,0
EMP-9751,Finance,7,3.2,3.4,176484,0
EMP-9752,Marketing,12,3.0,4.7,172616,0
EMP-9753,Finance,3,3.4,1.3,53705,0
EMP-9754,Sales,6,1.1,2.0,133890,1
EMP-9755,Finance,9,4.3,2.5,63190,0
EMP-9756,Finance,7,2.0,4.8,65663,0
EMP-9757,Finance,4,1.7,1.8,118078,1
EMP-9758,HR,4,3.1,2.4,164055,0
EMP-9759,Engineering,6,2.0,2.9,73713,1
EMP-9760,HR,1,4.0,2.7,174694,0
EMP-9761,HR,8,2.9,2.4,190386,1
EMP-9762,HR,14,3.7,3.3,178643,0
EMP-9763,Sales,11,3.9,3.3,172060,0
EMP-9764,Finance,3,1.4,4.7,62668,1
EMP-9765,Marketing,5,3.9,4.6,102375,0
EMP-9766,Finance,6,2.6,2.3,166410,0
EMP-9767,Engineering,6,4.6,3.6,198626,0
EMP-9768,Marketing,4,4.2,3.1,99051,0
EMP-9769,Marketing,14,1.2,2.1,181465,1
EMP-9770,Sales,5,4.2,1.8,192505,0
EMP-9771,Finance,10,1.8,2.1,179962,0
EMP-9772,HR,2,3.6,3.9,174785,0
EMP-9773,Marketing,6,4.3,3.9,157125,0
EMP-9774,Sales,11,1.4,4.6,136757,0
EMP-9775,Sales,2,3.9,4.9,125389,0
EMP-9776,Finance,14,3.1,3.5,62099,0
EMP-9777,Marketing,11,4.0,2.5,166555,0
EMP-9778,Finance,3,4.0,1.5,118670,0
EMP-9779,Marketing,2,1.7,3.2,193360,1
EMP-9780,Finance,4,2.0,3.0,57352,0
EMP-9781,Marketing,4,2.6,1.2,196064,0
EMP-9782,HR,6,5.0,1.0,155237,0
EMP-9783,Engineering,15,3.1,4.1,78541,0
EMP-9784,Sales,15,1.4,3.8,87337,1
EMP-9785,Finance,9,3.5,4.9,98264,0
EMP-9786,Engineering,6,1.9,2.0,194894,1
EMP-9787,Marketing,15,3.4,2.0,88420,0
EMP-9788,Engineering,6,3.7,3.2,171219,0
EMP-9789,Marketing,6,1.1,2.0,63587,1
EMP-9790,Engineering,6,3.2,3.4,127001,0
EMP-9791,Sales,14,3.9,3.4,76735,0
EMP-9792,Finance,10,4.0,1.3,144983,0
EMP-9793,Engineering,8,4.1,3.3,194315,0
EMP-9794,Marketing,13,2.7,1.8,120495,0
EMP-9795,Engineering,13,2.3,3.3,124158,1
EMP-9796,HR,8,1.3,2.9,101803,1
EMP-9797,Finance,1,1.2,2.9,124378,0
EMP-9798,HR,7,1.2,4.8,98968,0
EMP-9799,HR,2,1.2,2.0,59230,1
EMP-9800,Sales,7,1.4,3.8,136429,0
EMP-9801,Marketing,11,3.6,2.7,148833,0
EMP-9802,HR,15,3.5,3.6,125910,0
EMP-9803,Sales,5,4.2,4.8,58121,0
EMP-9804,HR,9,2.1,2.8,141020,0
EMP-9805,Marketing,1,3.5,2.5,162696,0
EMP-9806,Marketing,14,1.6,4.6,187568,0
EMP-9807,Sales,13,2.9,2.8,87182,0
EMP-9808,Finance,3,2.4,4.7,149779,0
EMP-9809,Finance,11,3.6,2.4,145456,0
EMP-9810,Marketing,13,4.8,2.7,113969,0
EMP-9811,Marketing,6,3.2,4.7,72380,0
EMP-9812,HR,1,4.3,4.0,114206,0
EMP-9813,HR,1,1.0,3.2,198444,1
EMP-9814,Sales,9,4.8,1.7,114177,0
EMP-9815,HR,3,4.0,2.6,158138,0
EMP-9816,Sales,7,3.4,2.3,110071,0
EMP-9817,Engineering,10,1.8,3.2,99184,1
EMP-9818,Marketing,10,2.7,2.8,137849,0
EMP-9819,Marketing,1,3.7,1.3,197568,0
EMP-9820,Engineering,14,2.7,3.4,81101,0
EMP-9821,Sales,6,3.1,3.7,163457,0
EMP-9822,Sales,11,4.2,3.3,155552,0
EMP-9823,HR,4,3.8,1.3,67931,1
EMP-9824,Marketing,9,2.8,2.4,191701,0
EMP-9825,Engineering,15,1.3,2.9,116746,1
EMP-9826,HR,8,4.2,4.3,85142,0
EMP-9827,Sales,7,3.0,4.7,112908,0
EMP-9828,HR,3,4.8,4.4,194224,0
EMP-9829,Finance,13,4.9,4.7,176393,0
EMP-9830,Sales,5,4.9,3.3,82898,0
EMP-9831,Finance,2,4.3,1.1,117681,0
EMP-9832,Engineering,14,3.1,3.3,57283,1
EMP-9833,Marketing,3,1.4,4.4,160712,0
EMP-9834,Marketing,6,4.9,4.1,172336,0
EMP-9835,Engineering,3,2.6,1.7,113414,0
EMP-9836,Finance,1,2.7,1.7,68431,1
EMP-9837,Engineering,8,2.6,1.3,162780,0
EMP-9838,Sales,10,2.7,3.1,90107,0
EMP-9839,HR,9,3.3,3.2,177137,0
EMP-9840,Engineering,14,1.7,4.7,86689,1
EMP-9841,Engineering,5,1.6,4.2,87435,0
EMP-9842,HR,1,2.8,4.8,187348,0
EMP-9843,Sales,8,3.6,3.2,97364,0
EMP-9844,HR,3,1.8,1.9,82134,1
EMP-9845,Marketing,13,3.0,4.0,112692,0
EMP-9846,Finance,4,4.2,2.3,127990,0
EMP-9847,Sales,9,2.0,3.2,112070,1
EMP-9848,Engineering,5,3.4,4.7,82111,0
EMP-9849,HR,11,1.8,4.4,160249,1
EMP-9850,Sales,10,3.2,1.4,126302,0
EMP-9851,Marketing,3,3.3,1.1,82023,0
EMP-9852,Sales,10,3.1,1.8,83774,0
EMP-9853,Marketing,9,1.1,4.5,97858,0
EMP-9854,Marketing,8,4.2,3.3,84505,1
EMP-9855,Finance,15,1.4,1.9,68886,1
EMP-9856,Marketing,3,3.7,1.1,169811,0
EMP-9857,Sales,8,2.3,4.2,53490,1
EMP-9858,Engineering,7,3.2,1.1,172367,0
EMP-9859,Engineering,1,4.9,1.6,115173,0
EMP-9860,Engineering,10,1.9,2.5,190085,1
EMP-9861,Finance,4,4.8,3.0,88519,0
EMP-9862,HR,7,4.1,4.1,100719,0
EMP-9863,Engineering,4,4.9,1.1,147792,0
EMP-9864,Marketing,3,3.0,1.8,104913,0
EMP-9865,Marketing,6,1.2,4.8,199822,1
EMP-9866,HR,1,2.8,1.2,154471,1
EMP-9867,HR,11,3.1,3.4,120906,0
EMP-9868,Marketing,1,4.9,4.2,190062,0
EMP-9869,Finance,5,1.7,1.3,142406,1
EMP-9870,Finance,1,1.7,3.3,155971,1
EMP-9871,Finance,14,2.0,3.4,173543,1
EMP-9872,Finance,7,4.3,3.0,98414,0
EMP-9873,Sales,1,1.8,1.9,178103,0
EMP-9874,Engineering,3,3.0,4.7,156251,0
EMP-9875,Sales,10,2.4,3.1,68258,1
EMP-9876,Engineering,6,2.7,3.6,66977,0
EMP-9877,Marketing,6,5.0,4.8,75648,0
EMP-9878,Sales,3,3.0,2.7,56220,0
EMP-9879,HR,5,1.0,2.8,189057,0
EMP-9880,Marketing,2,4.0,1.4,173727,0
EMP-9881,Finance,9,4.7,1.7,134778,0
EMP-9882,Engineering,1,4.6,3.1,70780,0
EMP-9883,HR,13,4.5,1.4,152265,0
EMP-9884,Marketing,8,4.7,3.8,150937,0
EMP-9885,Sales,4,2.9,3.0,76761,0
EMP-9886,Engineering,10,2.1,2.0,188583,1
EMP-9887,Engineering,10,4.3,3.0,99996,1
EMP-9888,HR,2,2.4,1.0,190498,0
EMP-9889,Marketing,6,2.0,3.7,195874,0
EMP-9890,Marketing,3,4.4,2.8,186373,0
EMP-9891,HR,7,2.2,2.9,86645,0
EMP-9892,Sales,8,3.4,4.3,88833,0
EMP-9893,Marketing,6,4.6,3.8,149616,1
EMP-9894,HR,2,1.7,2.8,171793,1
EMP-9895,Finance,5,2.6,4.3,94747,0
EMP-9896,Marketing,8,1.3,2.8,157468,0
EMP-9897,Engineering,9,1.7,2.3,75125,1
EMP-9898,Marketing,14,3.2,1.5,162169,0
EMP-9899,Engineering,6,1.3,4.5,96993,0
EMP-9900,Engineering,8,1.4,3.2,162410,1
EMP-9901,HR,13,1.5,1.7,73918,1
EMP-9902,Sales,12,3.5,3.9,180151,0
EMP-9903,HR,8,1.0,1.5,137117,1
EMP-9904,Finance,6,2.1,2.3,186213,0
EMP-9905,HR,6,2.3,2.0,152650,1
EMP-9906,Marketing,14,4.8,1.1,90810,0
EMP-9907,HR,2,1.8,3.7,67095,0
EMP-9908,Engineering,12,1.6,3.1,84672,1
EMP-9909,HR,10,1.8,4.4,174532,0
EMP-9910,Finance,12,5.0,2.5,79902,0
EMP-9911,Sales,1,2.4,3.3,153507,0
EMP-9912,Finance,9,2.1,2.1,97046,1
EMP-9913,Sales,8,2.1,4.2,77931,1
EMP-9914,Engineering,3,1.9,4.1,184970,1
EMP-9915,Marketing,9,2.0,1.9,64866,1
EMP-9916,Engineering,3,4.7,3.9,127098,0
EMP-9917,HR,4,1.7,3.6,184742,0
EMP-9918,HR,8,4.2,3.0,173351,0
EMP-9919,HR,13,3.3,1.1,70534,0
EMP-9920,HR,8,3.7,1.8,103198,0
EMP-9921,Sales,6,2.0,2.9,193092,1
EMP-9922,Finance,5,1.7,1.2,152604,1
EMP-9923,Sales,5,1.9,1.9,62711,0
EMP-9924,Sales,1,1.4,1.3,120409,0
EMP-9925,Sales,11,2.6,2.2,110996,0
EMP-9926,Marketing,11,2.8,3.7,186622,0
EMP-9927,Engineering,6,3.1,2.8,81745,0
EMP-9928,Sales,6,3.1,1.1,79177,1
EMP-9929,Marketing,1,1.9,2.5,62849,1
EMP-9930,Marketing,6,2.8,1.5,101531,1
EMP-9931,Marketing,12,4.5,3.2,123613,0
EMP-9932,Sales,12,2.6,1.6,168301,0
EMP-9933,Sales,5,4.8,4.9,87417,0
EMP-9934,Engineering,3,1.8,4.0,177415,0
EMP-9935,HR,3,1.9,2.3,67393,0
EMP-9936,Sales,12,3.0,1.8,119822,0
EMP-9937,Finance,1,3.7,2.9,171069,0
EMP-9938,Finance,15,1.5,1.5,124977,1
EMP-9939,HR,12,1.9,1.5,85241,1
EMP-9940,Sales,8,2.2,2.2,189006,1
EMP-9941,HR,7,3.3,2.8,179834,0
EMP-9942,Marketing,9,2.6,1.3,196481,0
EMP-9943,HR,11,1.3,4.3,89638,1
EMP-9944,Engineering,8,2.3,3.2,115475,0
EMP-9945,Marketing,2,5.0,4.2,68690,0
EMP-9946,Finance,3,3.7,1.5,82622,1
EMP-9947,HR,1,3.8,2.4,66686,0
EMP-9948,HR,5,4.8,2.3,188189,0
EMP-9949,Sales,8,2.9,2.6,145336,0
EMP-9950,Sales,8,2.0,4.0,144107,1
EMP-9951,Engineering,13,3.3,1.6,82190,0
EMP-9952,Sales,5,4.4,3.0,141852,0
EMP-9953,HR,4,2.6,3.9,96357,0
EMP-9954,Engineering,11,2.7,3.4,83436,0
EMP-9955,Marketing,11,4.6,3.3,113159,0
EMP-9956,Finance,13,3.4,2.7,57327,0
EMP-9957,Engineering,9,2.7,3.8,125724,0
EMP-9958,Finance,1,3.7,1.1,151667,0
EMP-9959,Marketing,1,1.7,3.1,91563,1
EMP-9960,Sales,15,1.7,3.4,168468,1
EMP-9961,Engineering,13,1.3,4.3,58626,1
EMP-9962,Sales,8,3.9,1.8,176073,0
EMP-9963,Engineering,1,3.7,1.3,143388,1
EMP-9964,Finance,1,1.7,2.5,103254,0
EMP-9965,Engineering,5,2.1,1.8,81067,1
EMP-9966,Finance,12,1.1,1.7,162687,0
EMP-9967,Marketing,8,1.3,4.1,136707,0
EMP-9968,Finance,11,1.3,4.1,179192,0
EMP-9969,Marketing,1,2.9,3.3,117288,0
EMP-9970,Engineering,12,4.8,2.6,76081,0
EMP-9971,HR,6,2.4,1.5,139857,0
EMP-9972,Marketing,11,1.2,2.6,63294,1
EMP-9973,Marketing,2,1.8,4.6,172720,1
EMP-9974,Marketing,4,1.0,3.9,109519,1
EMP-9975,Engineering,4,2.4,1.8,154054,0
EMP-9976,Engineering,2,3.3,2.3,197331,1
EMP-9977,Marketing,7,1.8,1.9,196059,0
EMP-9978,Sales,14,2.0,2.8,163910,0
EMP-9979,Engineering,10,4.3,2.0,186785,0
EMP-9980,Finance,6,4.3,1.9,97716,0
EMP-9981,Sales,7,3.6,2.1,136029,0
EMP-9982,Engineering,13,2.8,4.1,116014,0
EMP-9983,Engineering,9,4.7,1.8,79493,1
EMP-9984,Engineering,14,1.8,2.6,160733,1
EMP-9985,HR,12,2.3,3.1,139440,0
EMP-9986,Engineering,10,4.3,4.4,100959,0
EMP-9987,Sales,10,1.4,2.2,104142,0
EMP-9988,Finance,5,4.6,3.5,192306,0
EMP-9989,Finance,2,1.5,3.1,65969,0
EMP-9990,Marketing,13,3.6,3.4,87490,0
EMP-9991,Finance,5,3.0,1.6,187783,0
EMP-9992,Finance,12,1.2,3.5,163568,1
EMP-9993,HR,9,4.9,4.9,182920,0
EMP-9994,Finance,14,1.5,2.0,91509,1
EMP-9995,Finance,14,2.6,4.3,187340,0
EMP-9996,Engineering,6,3.3,1.5,182429,0
EMP-9997,Engineering,14,4.7,4.0,185356,0
EMP-9998,Marketing,7,2.4,3.5,149185,0
EMP-9999,Sales,3,3.4,3.3,90326,0
EMP-10000,Marketing,14,2.3,3.8,69333,1
EMP-10001,Marketing,8,4.0,1.5,77570,0
EMP-10002,Sales,14,4.0,2.2,116027,0
EMP-10003,Marketing,6,3.2,1.4,156060,0
EMP-10004,Sales,13,2.4,1.7,62009,1
EMP-10005,Finance,3,4.1,2.8,156981,0
EMP-10006,HR,2,4.0,1.6,85515,1
EMP-10007,Engineering,7,4.7,4.8,91583,0
EMP-10008,HR,10,3.6,2.5,85300,0
EMP-10009,Sales,11,4.3,1.8,102732,0
EMP-10010,Finance,7,4.4,3.1,58899,1
EMP-10011,HR,14,1.4,3.5,141764,0
EMP-10012,Marketing,13,2.9,1.8,122703,0
EMP-10013,Marketing,7,2.6,3.1,128356,0
EMP-10014,Finance,11,3.7,2.3,182091,0
EMP-10015,Marketing,9,4.8,3.2,73600,0
EMP-10016,HR,1,1.4,4.3,128130,1
EMP-10017,Marketing,11,4.6,1.8,63390,0
EMP-10018,Finance,5,3.5,3.1,68089,0
EMP-10019,Marketing,10,4.4,4.2,91549,0
EMP-10020,Marketing,14,5.0,4.8,173761,1
EMP-10021,Sales,13,4.3,1.3,100163,0
EMP-10022,Finance,8,4.2,2.2,166572,0
EMP-10023,Sales,7,1.4,3.9,68491,1
EMP-10024,Sales,11,2.4,1.5,196608,0
EMP-10025,Sales,2,4.8,4.9,126746,0
EMP-10026,HR,15,1.5,1.5,186325,0
EMP-10027,Sales,12,1.8,3.8,195286,0
EMP-10028,Marketing,6,4.1,1.2,71400,1
EMP-10029,Engineering,12,3.0,4.1,103718,0
EMP-10030,Finance,9,2.5,4.1,193039,0
EMP-10031,Marketing,10,4.1,4.4,69604,0
EMP-10032,HR,5,4.0,4.8,146732,0
EMP-10033,Engineering,10,2.8,2.2,120168,0
EMP-10034,HR,13,2.3,3.0,142872,0
EMP-10035,Sales,14,2.2,1.6,120696,0
EMP-10036,Sales,8,1.6,2.6,89310,0
EMP-10037,Finance,15,2.5,5.0,173853,0
EMP-10038,Sales,13,1.7,1.9,199851,0
EMP-10039,Finance,8,4.9,2.5,107761,0
EMP-10040,HR,1,4.9,4.5,167478,1
EMP-10041,Engineering,7,2.4,3.7,81526,0
EMP-10042,Engineering,6,3.4,4.6,71897,0
EMP-10043,Sales,13,2.5,2.6,134213,0
EMP-10044,HR,14,2.5,5.0,117611,0
EMP-10045,Finance,7,4.8,1.3,112061,0
EMP-10046,HR,15,1.9,2.0,151138,0
EMP-10047,HR,3,4.8,4.1,119101,0
EMP-10048,Marketing,2,3.8,1.9,75696,0
EMP-10049,Marketing,10,4.2,4.5,159897,0
EMP-10050,HR,11,4.2,4.1,161720,0
EMP-10051,Sales,13,1.2,4.2,181884,1
EMP-10052,HR,13,4.5,1.2,199277,1
EMP-10053,Marketing,14,4.7,2.7,50810,1
EMP-10054,Engineering,2,3.2,3.3,188665,0
EMP-10055,HR,10,1.2,4.7,122048,1
EMP-10056,Marketing,10,4.0,4.6,57329,1
EMP-10057,Engineering,3,3.7,3.6,177519,0
EMP-10058,Engineering,8,1.5,1.5,114554,1
EMP-10059,Engineering,11,2.0,1.8,99068,0
EMP-10060,Sales,3,4.8,4.7,147071,0
EMP-10061,Engineering,14,4.0,3.2,87053,0
EMP-10062,Sales,14,3.7,2.7,190522,0
EMP-10063,Marketing,10,1.1,1.6,102474,0
EMP-10064,Sales,15,1.1,1.1,164603,0
EMP-10065,Engineering,5,4.1,3.1,172434,0
EMP-10066,Finance,4,4.7,3.4,102052,0
EMP-10067,Finance,9,1.6,4.7,194403,1
EMP-10068,HR,10,1.4,1.0,78302,1
EMP-10069,Finance,8,2.1,3.7,162096,1
EMP-10070,Engineering,4,4.7,4.5,152341,0
EMP-10071,HR,2,2.2,3.8,166257,0
EMP-10072,Engineering,9,3.5,3.2,182764,0
EMP-10073,Engineering,15,2.2,4.4,145771,0
EMP-10074,Marketing,9,2.7,1.8,109657,0
EMP-10075,Marketing,3,1.7,2.0,127447,1
EMP-10076,Finance,8,3.8,3.9,143796,0
EMP-10077,Engineering,5,3.2,1.4,143252,0
EMP-10078,Finance,9,2.3,1.2,58462,1
EMP-10079,Engineering,7,3.6,3.0,95218,0
EMP-10080,Marketing,2,5.0,1.6,159745,0
EMP-10081,Engineering,1,4.7,1.9,85711,0
EMP-10082,Finance,3,2.2,4.4,91836,1
EMP-10083,HR,9,3.6,3.3,75233,1
EMP-10084,HR,5,2.3,2.4,61089,0
EMP-10085,Engineering,4,4.0,4.6,150154,0
EMP-10086,Finance,4,3.2,4.6,92843,0
EMP-10087,Sales,12,4.9,3.0,122699,0
EMP-10088,Sales,3,1.9,4.4,86284,0
EMP-10089,Engineering,9,2.1,3.1,175832,0
EMP-10090,Finance,6,4.3,1.3,108653,1
EMP-10091,Finance,6,2.1,4.3,70594,1
EMP-10092,HR,9,4.9,2.3,109070,1
EMP-10093,Sales,5,3.6,1.3,190315,0
EMP-10094,HR,15,4.5,1.8,199189,0
EMP-10095,HR,2,4.8,2.4,145512,0
EMP-10096,Sales,5,4.4,4.0,110737,0
EMP-10097,Sales,1,1.3,1.2,132284,0
EMP-10098,Engineering,11,1.1,4.2,168933,1
EMP-10099,Sales,14,1.9,3.8,151048,1
EMP-10100,Engineering,8,1.9,1.8,171622,0
EMP-10101,Engineering,7,3.2,3.5,189494,0
EMP-10102,Sales,1,4.5,5.0,169323,0
EMP-10103,Marketing,7,2.6,4.5,147663,0
EMP-10104,Marketing,4,3.3,2.5,102854,0
EMP-10105,HR,12,2.3,2.0,75114,1
EMP-10106,Finance,1,3.6,3.2,123159,0
EMP-10107,Engineering,11,1.9,1.0,192443,1
EMP-10108,Engineering,1,3.2,4.1,98795,0
EMP-10109,HR,14,2.5,3.2,88131,0
EMP-10110,Sales,3,4.7,4.4,133195,0
EMP-10111,HR,12,1.4,1.2,62720,1
EMP-10112,Sales,6,1.9,2.9,115538,0
EMP-10113,HR,2,2.0,3.3,99699,1
EMP-10114,Engineering,12,4.7,4.6,67718,0
EMP-10115,HR,5,4.2,1.8,78671,0
EMP-10116,Marketing,13,1.2,4.6,139742,0
EMP-10117,Sales,3,5.0,3.8,63708,0
EMP-10118,Engineering,4,1.7,1.8,58457,1
EMP-10119,HR,5,3.5,2.1,133092,1
EMP-10120,Engineering,7,2.3,4.4,113767,1
EMP-10121,Sales,12,4.9,1.7,164797,0
EMP-10122,Sales,10,2.2,4.8,171320,0
EMP-10123,HR,1,4.3,2.7,106595,0
EMP-10124,Engineering,7,2.6,2.3,170048,0
EMP-10125,Sales,11,4.1,1.4,95711,0
EMP-10126,Sales,15,4.8,4.4,197583,0
EMP-10127,Engineering,13,2.9,2.0,101275,0
EMP-10128,HR,1,4.0,3.7,51423,0
EMP-10129,Marketing,15,4.2,4.1,157411,0
EMP-10130,Marketing,13,4.1,2.6,55600,0
EMP-10131,Marketing,1,1.4,3.8,163255,0
EMP-10132,Engineering,3,3.8,3.7,50311,0
EMP-10133,Engineering,3,3.0,2.2,90075,0
EMP-10134,Finance,11,3.8,1.1,156212,1
EMP-10135,Marketing,7,1.8,5.0,57666,1
EMP-10136,HR,14,2.4,2.6,63606,1
EMP-10137,HR,1,3.8,1.5,76692,0
EMP-10138,Engineering,1,4.4,3.5,54526,0
EMP-10139,Finance,3,2.6,4.9,128744,0
EMP-10140,HR,2,3.0,3.7,116582,0
EMP-10141,Sales,14,4.2,4.2,160797,0
EMP-10142,HR,7,2.1,2.3,127670,1
EMP-10143,Marketing,2,3.3,2.1,150542,1
EMP-10144,Marketing,3,1.9,1.0,115520,1
EMP-10145,Sales,3,2.4,4.0,139213,1
EMP-10146,Sales,6,4.1,3.0,126781,0
EMP-10147,Sales,6,4.0,3.5,60388,1
EMP-10148,Sales,10,1.3,2.9,169440,0
EMP-10149,Sales,9,4.5,1.7,149840,0
EMP-10150,HR,11,1.0,4.0,83437,1
EMP-10151,Sales,7,1.5,1.9,56502,0
EMP-10152,Finance,6,2.1,1.2,93284,0
EMP-10153,Marketing,8,3.2,3.1,95150,1
EMP-10154,Finance,6,4.1,1.0,149096,0
EMP-10155,Sales,10,2.4,2.4,64339,1
EMP-10156,Engineering,15,4.7,1.1,68127,1
EMP-10157,Engineering,11,1.1,4.0,102562,0
EMP-10158,Engineering,6,3.1,1.4,97917,0
EMP-10159,Sales,4,2.2,2.9,76372,1
EMP-10160,Engineering,4,3.4,4.8,187228,0
EMP-10161,Sales,15,4.8,1.8,173603,0
EMP-10162,Engineering,9,1.0,3.3,165375,1
EMP-10163,Sales,10,1.9,1.9,69725,1
EMP-10164,Marketing,3,2.5,1.4,141949,0
EMP-10165,Sales,12,1.5,4.5,151859,0
EMP-10166,Finance,3,2.6,1.9,83777,0
EMP-10167,Marketing,7,3.1,2.4,118929,0
EMP-10168,Finance,8,2.9,1.9,131152,0
EMP-10169,Engineering,11,1.6,2.2,174125,0
EMP-10170,Marketing,12,2.0,1.4,59262,1
EMP-10171,Sales,2,1.8,4.1,185369,1
EMP-10172,Sales,4,1.8,2.9,169044,1
EMP-10173,Finance,10,2.1,3.7,170782,0
EMP-10174,HR,4,2.3,2.5,194169,0
EMP-10175,Sales,15,3.2,1.8,142139,0
EMP-10176,Sales,2,1.9,2.1,116584,1
EMP-10177,Sales,14,4.5,4.9,126544,0
EMP-10178,Sales,8,2.2,3.2,149284,1
EMP-10179,HR,8,1.3,4.5,191426,1
EMP-10180,Engineering,7,1.5,1.3,171993,1
EMP-10181,Sales,8,4.2,1.7,75163,1
EMP-10182,Finance,7,1.1,1.1,64979,1
EMP-10183,Engineering,6,1.2,3.8,67239,1
EMP-10184,Finance,9,4.1,1.6,60097,1
EMP-10185,Finance,2,3.7,2.0,131276,0
EMP-10186,Finance,4,1.6,2.8,152696,0
EMP-10187,Sales,6,3.9,4.1,144809,0
EMP-10188,HR,1,2.5,4.4,155301,0
EMP-10189,Marketing,12,4.6,4.6,117743,0
EMP-10190,Sales,2,2.6,3.3,182246,1
EMP-10191,Engineering,6,3.1,1.1,81730,0
EMP-10192,Engineering,1,3.5,5.0,169220,0
EMP-10193,Finance,2,3.4,1.2,67111,0
EMP-10194,HR,9,1.4,3.0,88966,0
EMP-10195,HR,3,3.0,3.1,93087,0
EMP-10196,Engineering,2,1.5,3.8,147708,1
EMP-10197,Marketing,2,5.0,1.2,138732,0
EMP-10198,Finance,1,2.7,2.3,176225,0
EMP-10199,Engineering,14,3.8,2.1,75549,0
EMP-10200,Finance,4,3.6,1.2,174989,0
EMP-10201,Sales,1,3.4,4.2,107263,0
EMP-10202,Engineering,8,2.4,2.7,122848,0
EMP-10203,HR,13,4.1,4.0,135415,0
EMP-10204,Engineering,6,2.5,2.4,92669,0
EMP-10205,Engineering,4,4.2,1.1,157806,0
EMP-10206,Sales,11,1.1,1.9,168419,1
EMP-10207,Engineering,1,1.8,3.3,135698,0
EMP-10208,HR,1,1.1,4.3,71067,1
EMP-10209,Marketing,9,3.8,4.8,157896,0
EMP-10210,Engineering,1,3.0,3.5,192710,0
EMP-10211,Sales,7,4.0,4.2,68053,0
EMP-10212,Sales,3,2.3,4.5,91343,1
EMP-10213,Engineering,12,2.1,1.7,187299,0
EMP-10214,Marketing,8,4.8,4.8,59278,0
EMP-10215,Marketing,14,4.1,1.5,164136,0
EMP-10216,Marketing,14,1.3,3.7,55991,1
EMP-10217,Sales,15,4.4,3.7,142072,0
EMP-10218,HR,4,1.9,3.7,179584,0
EMP-10219,Engineering,6,4.7,1.8,189121,0
EMP-10220,Marketing,7,1.3,1.1,50230,1
EMP-10221,Finance,3,3.0,2.7,189300,0
EMP-10222,HR,4,3.4,3.7,67489,0
EMP-10223,Marketing,8,3.7,2.3,119102,0
