date,campaign_id,platform,ad_spend,impressions,clicks,conversions,cost_per_acquisition
2025-10-26,CAMP-12922,TikTok,1842.53,39411,1477,127,14.51
2025-10-26,CAMP-12923,Google Ads,1188.79,109635,5319,321,3.7
2025-10-27,CAMP-12924,Facebook,3938.74,185587,7037,489,8.05
2025-10-27,CAMP-12925,Google Ads,1424.87,35438,786,65,21.92
2025-10-27,CAMP-12926,Facebook,2839.47,51297,1495,99,28.68
2025-10-27,CAMP-12927,TikTok,1483.61,53937,758,71,20.9
2025-10-27,CAMP-12928,LinkedIn,4650.33,80421,3469,78,59.62
2025-10-27,CAMP-12929,TikTok,2382.2,221865,4622,335,7.11
2025-10-27,CAMP-12930,TikTok,992.84,51394,807,24,41.37
2025-10-27,CAMP-12931,LinkedIn,1867.77,67628,3355,200,9.34
2025-10-27,CAMP-12932,LinkedIn,1387.03,65097,2473,138,10.05
2025-10-28,CAMP-12933,TikTok,1997.28,165206,4056,297,6.72
2025-10-28,CAMP-12934,LinkedIn,1836.01,158589,3748,293,6.27
2025-10-28,CAMP-12935,LinkedIn,966.3,74812,1962,94,10.28
2025-10-28,CAMP-12936,TikTok,499.84,35985,883,37,13.51
2025-10-28,CAMP-12937,TikTok,919.87,62759,666,30,30.66
2025-10-28,CAMP-12938,LinkedIn,700.54,32205,330,17,41.21
2025-10-28,CAMP-12939,Google Ads,458.96,42287,606,22,20.86
2025-10-28,CAMP-12940,TikTok,569.76,27211,686,49,11.63
2025-10-28,CAMP-12941,Facebook,133.67,7634,296,15,8.91
2025-10-28,CAMP-12942,Google Ads,3791.51,261155,4657,139,27.28
2025-10-28,CAMP-12943,LinkedIn,4722.31,429584,15361,380,12.43
2025-10-29,CAMP-12944,Google Ads,3824.16,250734,7152,692,5.53
2025-10-29,CAMP-12945,Facebook,2577.87,100498,4250,211,12.22
2025-10-29,CAMP-12946,LinkedIn,3026.52,96140,2538,165,18.34
2025-10-29,CAMP-12947,LinkedIn,2698.62,220530,3782,376,7.18
2025-10-29,CAMP-12948,TikTok,2487.82,181840,2234,186,13.38
2025-10-29,CAMP-12949,LinkedIn,1477.35,29116,1320,57,25.92
2025-10-29,CAMP-12950,LinkedIn,372.04,23338,470,31,12.0
2025-10-29,CAMP-12951,Facebook,3102.9,100566,3705,354,8.77
2025-10-30,CAMP-12952,Google Ads,1914.6,35031,1146,104,18.41
2025-10-30,CAMP-12953,Google Ads,4068.18,351421,8119,385,10.57
2025-10-30,CAMP-12954,LinkedIn,202.07,5955,234,19,10.64
2025-10-30,CAMP-12955,Facebook,4933.0,134943,6108,133,37.09
2025-10-30,CAMP-12956,TikTok,4137.37,90330,3424,282,14.67
2025-10-30,CAMP-12957,LinkedIn,767.43,31484,580,35,21.93
2025-10-30,CAMP-12958,Google Ads,4586.27,342426,14406,1330,3.45
2025-10-30,CAMP-12959,Facebook,1290.7,68103,2365,148,8.72
2025-10-30,CAMP-12960,Facebook,1311.81,57444,1907,40,32.8
2025-10-30,CAMP-12961,TikTok,4953.91,467041,16661,680,7.29
2025-10-30,CAMP-12962,TikTok,1203.0,57912,2474,90,13.37
2025-10-31,CAMP-12963,LinkedIn,2980.39,69371,2719,186,16.02
2025-10-31,CAMP-12964,Facebook,4047.46,148312,2988,240,16.86
2025-10-31,CAMP-12965,Google Ads,4468.74,178978,3706,233,19.18
2025-10-31,CAMP-12966,Facebook,282.77,6540,83,3,94.26
2025-10-31,CAMP-12967,TikTok,4307.49,74583,1499,31,138.95
2025-10-31,CAMP-12968,Facebook,3147.77,56057,2660,242,13.01
2025-10-31,CAMP-12969,Facebook,3529.2,131673,3787,126,28.01
2025-10-31,CAMP-12970,LinkedIn,3947.66,266436,9536,554,7.13
2025-10-31,CAMP-12971,Google Ads,1080.35,95897,3533,146,7.4
2025-10-31,CAMP-12972,Google Ads,2258.16,220165,7770,200,11.29
2025-11-01,CAMP-12973,Facebook,860.61,77613,1567,104,8.28
2025-11-01,CAMP-12974,TikTok,2200.79,197872,4906,157,14.02
2025-11-01,CAMP-12975,TikTok,2711.74,67239,1375,104,26.07
2025-11-01,CAMP-12976,Google Ads,1532.68,71320,2075,194,7.9
2025-11-01,CAMP-12977,Facebook,532.8,37375,1571,88,6.05
2025-11-01,CAMP-12978,Facebook,4691.11,422082,6450,604,7.77
2025-11-01,CAMP-12979,Google Ads,425.92,26801,287,7,60.85
2025-11-01,CAMP-12980,Facebook,4430.87,222159,7754,571,7.76
2025-11-01,CAMP-12981,Facebook,687.76,17598,319,11,62.52
2025-11-01,CAMP-12982,Google Ads,2931.64,38430,697,47,62.38
2025-11-01,CAMP-12983,LinkedIn,1399.35,26522,1022,25,55.97
2025-11-02,CAMP-12984,Facebook,1000.5,25163,419,24,41.69
2025-11-02,CAMP-12985,Google Ads,2650.07,87700,1697,100,26.5
2025-11-02,CAMP-12986,Google Ads,1516.93,28461,313,9,168.55
2025-11-02,CAMP-12987,TikTok,1662.58,36769,1504,38,43.75
2025-11-02,CAMP-12988,Facebook,906.1,13686,288,26,34.85
2025-11-02,CAMP-12989,Google Ads,4159.68,298497,6123,240,17.33
2025-11-02,CAMP-12990,Facebook,312.31,22547,404,23,13.58
2025-11-02,CAMP-12991,TikTok,4349.36,279212,10890,759,5.73
2025-11-03,CAMP-12992,Google Ads,3391.0,108720,3894,197,17.21
2025-11-03,CAMP-12993,Google Ads,3431.81,338021,3875,129,26.6
2025-11-03,CAMP-12994,LinkedIn,2617.17,88959,2103,184,14.22
2025-11-03,CAMP-12995,TikTok,326.82,26345,1268,122,2.68
2025-11-03,CAMP-12996,TikTok,770.71,75706,2321,170,4.53
2025-11-03,CAMP-12997,TikTok,1286.02,88422,2227,65,19.78
2025-11-03,CAMP-12998,Facebook,2236.66,191179,5054,250,8.95
2025-11-03,CAMP-12999,Facebook,1283.26,73479,3002,243,5.28
2025-11-03,CAMP-13000,LinkedIn,4240.06,405922,12033,1024,4.14
2025-11-04,CAMP-13001,TikTok,4547.92,93957,2593,231,19.69
2025-11-04,CAMP-13002,TikTok,883.5,52003,1072,64,13.8
2025-11-04,CAMP-13003,LinkedIn,3939.82,62739,1476,29,135.86
2025-11-04,CAMP-13004,Google Ads,1775.41,83011,1741,70,25.36
2025-11-04,CAMP-13005,TikTok,160.97,1815,49,1,160.97
2025-11-04,CAMP-13006,LinkedIn,928.64,24623,598,43,21.6
2025-11-04,CAMP-13007,LinkedIn,4372.76,239935,2576,222,19.7
2025-11-04,CAMP-13008,LinkedIn,4394.07,245486,6973,537,8.18
2025-11-04,CAMP-13009,Facebook,1674.48,126883,4280,407,4.11
2025-11-04,CAMP-13010,Google Ads,3597.59,189307,3654,189,19.03
2025-11-04,CAMP-13011,TikTok,3939.98,151771,7556,424,9.29
2025-11-04,CAMP-13012,Facebook,838.3,35903,1213,73,11.48
2025-11-05,CAMP-13013,Facebook,71.49,786,15,1,71.49
2025-11-05,CAMP-13014,LinkedIn,1913.89,182466,4492,194,9.87
2025-11-05,CAMP-13015,Google Ads,445.64,8231,260,9,49.52
2025-11-05,CAMP-13016,TikTok,4318.48,113988,4050,400,10.8
2025-11-05,CAMP-13017,Facebook,940.13,73337,3236,292,3.22
2025-11-05,CAMP-13018,LinkedIn,167.28,12389,585,45,3.72
2025-11-05,CAMP-13019,LinkedIn,2642.24,251858,9236,714,3.7
2025-11-05,CAMP-13020,TikTok,2450.91,227706,9300,687,3.57
2025-11-06,CAMP-13021,Facebook,2769.59,259660,10284,384,7.21
2025-11-06,CAMP-13022,Google Ads,3688.76,47923,817,23,160.38
2025-11-06,CAMP-13023,Facebook,1718.36,18760,407,19,90.44
2025-11-06,CAMP-13024,TikTok,2908.39,178788,3085,145,20.06
2025-11-06,CAMP-13025,TikTok,4167.66,106388,3068,293,14.22
2025-11-06,CAMP-13026,Facebook,1478.39,143454,6094,568,2.6
2025-11-06,CAMP-13027,TikTok,2524.28,183420,7592,479,5.27
2025-11-06,CAMP-13028,TikTok,1790.87,73633,1298,60,29.85
2025-11-07,CAMP-13029,Google Ads,2275.5,99268,4352,421,5.4
2025-11-07,CAMP-13030,LinkedIn,1786.82,109158,3061,264,6.77
2025-11-07,CAMP-13031,Facebook,2479.09,244169,5648,511,4.85
2025-11-07,CAMP-13032,LinkedIn,3317.84,61763,884,79,42.0
2025-11-07,CAMP-13033,Google Ads,1447.74,16321,278,25,57.91
2025-11-07,CAMP-13034,TikTok,308.25,18253,320,23,13.4
2025-11-07,CAMP-13035,Facebook,823.25,15845,636,31,26.56
2025-11-07,CAMP-13036,TikTok,3173.87,170300,4128,247,12.85
2025-11-07,CAMP-13037,TikTok,1234.61,57968,1853,60,20.58
2025-11-07,CAMP-13038,Facebook,218.66,10002,485,37,5.91
2025-11-07,CAMP-13039,Facebook,4647.63,67989,1495,128,36.31
2025-11-07,CAMP-13040,Google Ads,4458.14,357605,6528,601,7.42
2025-11-08,CAMP-13041,Facebook,2310.73,39664,934,35,66.02
2025-11-08,CAMP-13042,LinkedIn,2035.72,89226,1215,110,18.51
2025-11-08,CAMP-13043,LinkedIn,2456.16,127904,4442,397,6.19
2025-11-08,CAMP-13044,LinkedIn,2179.58,188736,6187,326,6.69
2025-11-08,CAMP-13045,LinkedIn,4338.83,71374,1622,62,69.98
2025-11-08,CAMP-13046,Google Ads,525.75,39329,1298,114,4.61
2025-11-08,CAMP-13047,Google Ads,3251.23,77756,1064,83,39.17
2025-11-08,CAMP-13048,TikTok,978.4,18622,360,13,75.26
2025-11-09,CAMP-13049,TikTok,378.44,35375,721,57,6.64
2025-11-09,CAMP-13050,TikTok,695.49,61426,697,52,13.37
2025-11-09,CAMP-13051,Google Ads,1820.03,123497,4128,292,6.23
2025-11-09,CAMP-13052,TikTok,570.24,33061,1036,32,17.82
2025-11-09,CAMP-13053,TikTok,4305.63,285250,9429,765,5.63
2025-11-09,CAMP-13054,Facebook,3185.55,78171,3881,110,28.96
2025-11-09,CAMP-13055,Facebook,4356.15,415531,15516,1472,2.96
2025-11-09,CAMP-13056,Google Ads,4823.03,247038,10669,720,6.7
2025-11-09,CAMP-13057,TikTok,2590.31,239224,8157,695,3.73
2025-11-09,CAMP-13058,Google Ads,217.59,19597,368,24,9.07
2025-11-09,CAMP-13059,LinkedIn,1110.29,77534,3364,154,7.21
2025-11-09,CAMP-13060,TikTok,513.89,37407,789,62,8.29
2025-11-09,CAMP-13061,Google Ads,1080.88,17928,509,48,22.52
2025-11-10,CAMP-13062,LinkedIn,4298.71,207241,9698,394,10.91
2025-11-10,CAMP-13063,LinkedIn,225.33,12789,463,42,5.37
2025-11-10,CAMP-13064,Google Ads,1699.79,122401,4288,423,4.02
2025-11-10,CAMP-13065,Google Ads,4412.01,349922,4203,301,14.66
2025-11-10,CAMP-13066,LinkedIn,2217.81,62662,1572,140,15.84
2025-11-10,CAMP-13067,Facebook,730.2,68341,1511,67,10.9
2025-11-10,CAMP-13068,Facebook,248.22,18172,557,51,4.87
2025-11-11,CAMP-13069,Facebook,420.8,11030,351,10,42.08
2025-11-11,CAMP-13070,Facebook,3744.24,315277,7576,667,5.61
2025-11-11,CAMP-13071,Google Ads,1339.77,39920,1527,146,9.18
2025-11-11,CAMP-13072,LinkedIn,3843.11,333918,9266,886,4.34
2025-11-11,CAMP-13073,LinkedIn,1656.8,21478,1038,25,66.27
2025-11-11,CAMP-13074,Facebook,3266.96,284205,13467,1316,2.48
2025-11-11,CAMP-13075,Facebook,3597.53,337654,12042,350,10.28
2025-11-11,CAMP-13076,TikTok,3130.98,145959,2524,250,12.52
2025-11-11,CAMP-13077,Google Ads,1610.6,20034,572,51,31.58
2025-11-12,CAMP-13078,Facebook,3731.86,329841,5291,373,10.0
2025-11-12,CAMP-13079,Facebook,3091.39,246474,2502,183,16.89
2025-11-12,CAMP-13080,LinkedIn,4998.01,113055,2105,186,26.87
2025-11-12,CAMP-13081,TikTok,1606.93,95031,1774,162,9.92
2025-11-12,CAMP-13082,TikTok,2407.36,40043,1522,142,16.95
2025-11-12,CAMP-13083,TikTok,50.83,1682,28,1,50.83
2025-11-12,CAMP-13084,Facebook,824.55,60328,1480,110,7.5
2025-11-12,CAMP-13085,Google Ads,4853.35,128288,3093,108,44.94
2025-11-12,CAMP-13086,Google Ads,2385.53,87763,1837,148,16.12
2025-11-13,CAMP-13087,TikTok,1721.25,151704,2341,189,9.11
2025-11-13,CAMP-13088,Google Ads,1168.81,95957,1957,54,21.64
2025-11-13,CAMP-13089,TikTok,419.3,12712,148,7,59.9
2025-11-13,CAMP-13090,Facebook,140.05,3026,57,1,140.05
2025-11-13,CAMP-13091,LinkedIn,4236.43,110185,4527,434,9.76
2025-11-13,CAMP-13092,LinkedIn,3966.4,87730,3473,203,19.54
2025-11-13,CAMP-13093,Google Ads,1100.41,104151,1708,51,21.58
2025-11-13,CAMP-13094,TikTok,290.07,9048,130,11,26.37
2025-11-13,CAMP-13095,Google Ads,279.88,4828,120,5,55.98
2025-11-14,CAMP-13096,Google Ads,4414.38,192992,9199,202,21.85
2025-11-14,CAMP-13097,Facebook,4442.52,314633,7154,627,7.09
2025-11-14,CAMP-13098,TikTok,4518.19,315880,14424,1252,3.61
2025-11-14,CAMP-13099,Facebook,533.01,35598,1451,118,4.52
2025-11-14,CAMP-13100,Google Ads,3755.45,205059,8036,733,5.12
2025-11-14,CAMP-13101,Facebook,3465.42,158762,2233,115,30.13
2025-11-14,CAMP-13102,LinkedIn,1967.01,128873,3848,98,20.07
2025-11-14,CAMP-13103,TikTok,2524.04,172097,5888,442,5.71
2025-11-14,CAMP-13104,Google Ads,2988.98,131177,1585,122,24.5
2025-11-15,CAMP-13105,Google Ads,2584.75,51763,2132,170,15.2
2025-11-15,CAMP-13106,Google Ads,2395.24,155113,3974,229,10.46
2025-11-15,CAMP-13107,TikTok,4107.36,377945,16811,463,8.87
2025-11-15,CAMP-13108,TikTok,4174.07,175602,7259,330,12.65
2025-11-15,CAMP-13109,TikTok,674.03,52255,2513,224,3.01
2025-11-15,CAMP-13110,Facebook,2100.96,189818,5198,208,10.1
2025-11-15,CAMP-13111,LinkedIn,2950.25,138507,3960,192,15.37
2025-11-15,CAMP-13112,TikTok,4126.48,266820,3356,204,20.23
2025-11-16,CAMP-13113,Google Ads,1224.21,27129,557,27,45.34
2025-11-16,CAMP-13114,TikTok,181.55,5539,120,5,36.31
2025-11-16,CAMP-13115,Facebook,4236.35,223835,5456,205,20.67
2025-11-16,CAMP-13116,TikTok,4731.19,81916,2436,114,41.5
2025-11-16,CAMP-13117,TikTok,1165.25,16420,634,46,25.33
2025-11-16,CAMP-13118,Google Ads,3791.54,164686,4363,257,14.75
2025-11-16,CAMP-13119,Facebook,3575.87,141527,3344,184,19.43
2025-11-16,CAMP-13120,LinkedIn,629.14,28910,524,30,20.97
2025-11-16,CAMP-13121,TikTok,858.31,13970,559,36,23.84
2025-11-16,CAMP-13122,Google Ads,2294.2,164854,4271,393,5.84
2025-11-17,CAMP-13123,TikTok,536.88,9222,220,12,44.74
2025-11-17,CAMP-13124,LinkedIn,1049.9,23990,630,45,23.33
2025-11-17,CAMP-13125,LinkedIn,2063.04,25148,1206,94,21.95
2025-11-17,CAMP-13126,Facebook,766.12,67171,2890,197,3.89
2025-11-17,CAMP-13127,Facebook,1092.8,101472,1379,63,17.35
2025-11-17,CAMP-13128,TikTok,123.4,2090,101,9,13.71
2025-11-17,CAMP-13129,Google Ads,3897.72,88897,3403,201,19.39
2025-11-17,CAMP-13130,TikTok,994.85,33384,1658,162,6.14
2025-11-17,CAMP-13131,Facebook,1692.5,162564,5191,469,3.61
2025-11-17,CAMP-13132,TikTok,1081.96,43298,904,82,13.19
2025-11-17,CAMP-13133,TikTok,2973.48,296928,12590,476,6.25
2025-11-18,CAMP-13134,LinkedIn,3057.23,212128,9364,230,13.29
2025-11-18,CAMP-13135,Google Ads,1651.7,139694,6768,537,3.08
2025-11-18,CAMP-13136,LinkedIn,1056.0,85628,2789,78,13.54
2025-11-18,CAMP-13137,TikTok,2608.59,114175,3268,144,18.12
2025-11-18,CAMP-13138,TikTok,3880.48,286445,3248,149,26.04
2025-11-18,CAMP-13139,LinkedIn,1651.06,51739,1001,57,28.97
2025-11-18,CAMP-13140,TikTok,2538.76,220560,9348,754,3.37
2025-11-18,CAMP-13141,TikTok,3840.99,114940,1977,163,23.56
2025-11-18,CAMP-13142,TikTok,1663.04,72775,3436,75,22.17
2025-11-19,CAMP-13143,Facebook,2130.95,96438,1917,187,11.4
2025-11-19,CAMP-13144,LinkedIn,3728.33,153839,7009,649,5.74
2025-11-19,CAMP-13145,Google Ads,4109.39,199386,5986,326,12.61
2025-11-19,CAMP-13146,Facebook,1912.6,124920,4255,94,20.35
2025-11-19,CAMP-13147,LinkedIn,3721.06,141578,6406,218,17.07
2025-11-19,CAMP-13148,Google Ads,3224.19,257762,7052,206,15.65
2025-11-19,CAMP-13149,Facebook,3147.4,90401,2871,159,19.79
2025-11-19,CAMP-13150,LinkedIn,1975.77,140324,3574,182,10.86
2025-11-19,CAMP-13151,Google Ads,3891.37,169185,5427,186,20.92
2025-11-19,CAMP-13152,LinkedIn,2008.77,133924,5735,397,5.06
2025-11-20,CAMP-13153,Facebook,2338.65,31424,1340,87,26.88
2025-11-20,CAMP-13154,Facebook,4922.38,325687,9598,218,22.58
2025-11-20,CAMP-13155,TikTok,2742.69,255391,12681,1182,2.32
2025-11-20,CAMP-13156,LinkedIn,933.47,37749,794,25,37.34
2025-11-20,CAMP-13157,TikTok,1952.82,52100,778,32,61.03
2025-11-20,CAMP-13158,Facebook,4570.08,79063,2123,173,26.42
2025-11-20,CAMP-13159,TikTok,3633.57,209441,9979,462,7.86
2025-11-20,CAMP-13160,Facebook,1722.36,66329,1089,31,55.56
2025-11-20,CAMP-13161,Google Ads,2261.38,161437,7263,262,8.63
2025-11-20,CAMP-13162,Facebook,2166.72,163393,5256,112,19.35
2025-11-21,CAMP-13163,Google Ads,1914.34,154300,3634,91,21.04
2025-11-21,CAMP-13164,LinkedIn,3769.04,242224,10997,283,13.32
2025-11-21,CAMP-13165,Facebook,3531.27,194279,7866,337,10.48
2025-11-21,CAMP-13166,LinkedIn,970.56,71432,962,21,46.22
2025-11-21,CAMP-13167,Facebook,4354.35,243878,7987,726,6.0
2025-11-21,CAMP-13168,Facebook,4895.7,366848,17043,814,6.01
2025-11-21,CAMP-13169,LinkedIn,50.56,2248,93,2,25.28
2025-11-21,CAMP-13170,TikTok,4486.32,408367,9521,252,17.8
2025-11-21,CAMP-13171,Facebook,931.17,54245,1044,94,9.91
2025-11-22,CAMP-13172,Facebook,2470.09,191775,4348,170,14.53
2025-11-22,CAMP-13173,Facebook,1571.92,38936,1322,131,12.0
2025-11-22,CAMP-13174,TikTok,672.23,31611,496,23,29.23
2025-11-22,CAMP-13175,Facebook,1103.03,76636,3728,241,4.58
2025-11-22,CAMP-13176,LinkedIn,3728.74,250608,7222,648,5.75
2025-11-22,CAMP-13177,TikTok,4386.41,186153,4021,116,37.81
2025-11-22,CAMP-13178,TikTok,2049.65,49556,496,36,56.93
2025-11-22,CAMP-13179,Google Ads,251.94,15198,163,3,83.98
2025-11-22,CAMP-13180,TikTok,3703.2,44409,626,57,64.97
2025-11-22,CAMP-13181,Facebook,132.73,2058,86,3,44.24
2025-11-23,CAMP-13182,TikTok,586.65,12263,287,28,20.95
2025-11-23,CAMP-13183,Google Ads,4568.68,233702,10672,310,14.74
2025-11-23,CAMP-13184,TikTok,2491.3,128250,3303,172,14.48
2025-11-23,CAMP-13185,Facebook,4355.3,280275,8832,676,6.44
2025-11-23,CAMP-13186,Facebook,3211.03,186959,4344,422,7.61
2025-11-23,CAMP-13187,TikTok,4438.99,76638,2667,173,25.66
2025-11-23,CAMP-13188,LinkedIn,1029.66,100817,4495,298,3.46
2025-11-23,CAMP-13189,Google Ads,755.66,46594,1815,142,5.32
2025-11-23,CAMP-13190,TikTok,1365.71,70281,3210,210,6.5
2025-11-24,CAMP-13191,TikTok,1763.62,20939,552,23,76.68
2025-11-24,CAMP-13192,Google Ads,1612.83,41257,892,74,21.79
2025-11-24,CAMP-13193,Google Ads,3046.05,292757,12212,414,7.36
2025-11-24,CAMP-13194,Google Ads,628.36,35441,1228,95,6.61
2025-11-24,CAMP-13195,LinkedIn,1292.96,85335,2882,157,8.24
2025-11-24,CAMP-13196,Google Ads,425.55,34533,1204,41,10.38
2025-11-24,CAMP-13197,Google Ads,4444.79,429653,20834,1495,2.97
2025-11-25,CAMP-13198,Facebook,2639.88,184637,4148,167,15.81
2025-11-25,CAMP-13199,Google Ads,2323.95,215221,2237,201,11.56
2025-11-25,CAMP-13200,Google Ads,532.37,39321,920,74,7.19
2025-11-25,CAMP-13201,TikTok,334.98,30608,877,55,6.09
2025-11-25,CAMP-13202,Facebook,323.53,24569,827,25,12.94
2025-11-25,CAMP-13203,Facebook,3830.74,319017,4385,276,13.88
2025-11-25,CAMP-13204,Facebook,2575.54,198782,5237,313,8.23
2025-11-25,CAMP-13205,LinkedIn,4442.86,60383,959,81,54.85
2025-11-25,CAMP-13206,Facebook,907.28,40927,1601,54,16.8
2025-11-25,CAMP-13207,TikTok,3351.35,67538,2175,150,22.34
2025-11-25,CAMP-13208,TikTok,4834.3,430308,5728,202,23.93
2025-11-26,CAMP-13209,LinkedIn,2306.18,103585,2246,169,13.65
2025-11-26,CAMP-13210,Google Ads,387.0,16875,263,15,25.8
2025-11-26,CAMP-13211,LinkedIn,2370.82,92136,2447,191,12.41
2025-11-26,CAMP-13212,TikTok,1732.17,99289,1214,68,25.47
2025-11-26,CAMP-13213,Google Ads,2297.83,46360,693,42,54.71
2025-11-26,CAMP-13214,TikTok,2715.98,79127,1359,29,93.65
2025-11-26,CAMP-13215,TikTok,4665.03,80219,1547,100,46.65
2025-11-26,CAMP-13216,LinkedIn,3266.78,35898,561,54,60.5
2025-11-26,CAMP-13217,Facebook,1274.12,44799,896,24,53.09
2025-11-27,CAMP-13218,LinkedIn,2116.22,107877,1200,42,50.39
2025-11-27,CAMP-13219,TikTok,2641.25,250589,9882,261,10.12
2025-11-27,CAMP-13220,Facebook,684.63,66463,2790,261,2.62
2025-11-27,CAMP-13221,Google Ads,3668.61,304114,10562,645,5.69
2025-11-27,CAMP-13222,Facebook,977.99,16874,394,10,97.8
2025-11-27,CAMP-13223,LinkedIn,3174.13,242354,10833,414,7.67
2025-11-27,CAMP-13224,Facebook,324.0,20874,712,16,20.25
2025-11-27,CAMP-13225,TikTok,3448.36,260581,4457,397,8.69
2025-11-28,CAMP-13226,Google Ads,4413.48,191446,3078,249,17.72
2025-11-28,CAMP-13227,Google Ads,4405.51,44065,483,29,151.91
2025-11-28,CAMP-13228,Facebook,1075.91,97436,3978,186,5.78
2025-11-28,CAMP-13229,Facebook,3169.14,97561,4012,122,25.98
2025-11-28,CAMP-13230,Google Ads,2352.2,125446,2922,125,18.82
2025-11-28,CAMP-13231,Facebook,2980.27,208761,9219,701,4.25
2025-11-28,CAMP-13232,Google Ads,4239.1,319797,14593,323,13.12
2025-11-28,CAMP-13233,LinkedIn,1623.02,26455,1182,56,28.98
2025-11-28,CAMP-13234,TikTok,4733.17,249821,10200,619,7.65
2025-11-28,CAMP-13235,TikTok,966.35,77828,1945,189,5.11
2025-11-28,CAMP-13236,LinkedIn,1639.83,80153,1882,155,10.58
2025-11-29,CAMP-13237,Facebook,1837.04,64122,647,44,41.75
2025-11-29,CAMP-13238,Google Ads,2633.49,57329,2417,152,17.33
2025-11-29,CAMP-13239,Google Ads,456.67,39206,1360,90,5.07
2025-11-29,CAMP-13240,Google Ads,3751.66,242629,7666,611,6.14
2025-11-29,CAMP-13241,Google Ads,188.88,6374,254,11,17.17
2025-11-29,CAMP-13242,TikTok,4860.79,424343,15449,1168,4.16
2025-11-29,CAMP-13243,Google Ads,4662.5,232868,9833,977,4.77
2025-11-29,CAMP-13244,Google Ads,4759.85,275069,7773,538,8.85
2025-11-30,CAMP-13245,LinkedIn,1187.55,105627,4863,150,7.92
2025-11-30,CAMP-13246,TikTok,661.53,26051,839,47,14.08
2025-11-30,CAMP-13247,LinkedIn,1615.45,58372,2711,132,12.24
2025-11-30,CAMP-13248,TikTok,3993.68,80042,3746,355,11.25
2025-11-30,CAMP-13249,Facebook,3235.14,33541,1568,105,30.81
2025-11-30,CAMP-13250,Google Ads,3907.22,344603,10962,536,7.29
2025-11-30,CAMP-13251,TikTok,206.04,4641,185,13,15.85
2025-11-30,CAMP-13252,LinkedIn,1511.31,17432,541,40,37.78
2025-11-30,CAMP-13253,LinkedIn,3205.23,259108,8727,825,3.89
2025-11-30,CAMP-13254,Google Ads,3203.17,97532,1962,84,38.13
2025-12-01,CAMP-13255,TikTok,3086.49,249140,12119,561,5.5
2025-12-01,CAMP-13256,TikTok,4944.46,460981,20520,1356,3.65
2025-12-01,CAMP-13257,Facebook,2966.23,268033,2813,87,34.09
2025-12-01,CAMP-13258,Google Ads,3449.6,206339,8904,452,7.63
2025-12-01,CAMP-13259,Google Ads,2098.89,133077,6639,212,9.9
2025-12-01,CAMP-13260,Facebook,722.73,12431,434,11,65.7
2025-12-01,CAMP-13261,Facebook,1440.36,121923,5678,200,7.2
2025-12-01,CAMP-13262,Google Ads,4176.53,73743,2785,211,19.79
2025-12-01,CAMP-13263,Google Ads,2427.32,166508,2710,235,10.33
2025-12-01,CAMP-13264,TikTok,411.29,32412,1439,48,8.57
2025-12-01,CAMP-13265,Google Ads,4777.73,460832,11232,413,11.57
2025-12-02,CAMP-13266,LinkedIn,3379.45,244076,5521,341,9.91
2025-12-02,CAMP-13267,Facebook,3050.4,50559,1523,64,47.66
2025-12-02,CAMP-13268,TikTok,1270.61,27877,309,8,158.83
2025-12-02,CAMP-13269,Facebook,3240.63,177472,7963,390,8.31
2025-12-02,CAMP-13270,Google Ads,1272.22,60517,667,14,90.87
2025-12-02,CAMP-13271,Facebook,379.06,24589,823,49,7.74
2025-12-02,CAMP-13272,TikTok,1767.9,143191,5674,305,5.8
2025-12-02,CAMP-13273,LinkedIn,4615.68,124199,3267,72,64.11
2025-12-02,CAMP-13274,TikTok,1378.3,117260,3797,78,17.67
2025-12-02,CAMP-13275,TikTok,3865.32,54350,2188,74,52.23
2025-12-02,CAMP-13276,LinkedIn,1847.74,135844,3263,119,15.53
2025-12-03,CAMP-13277,LinkedIn,4281.37,172846,4723,267,16.04
2025-12-03,CAMP-13278,LinkedIn,162.07,1793,58,1,162.07
2025-12-03,CAMP-13279,LinkedIn,372.46,7485,285,19,19.6
2025-12-03,CAMP-13280,LinkedIn,1107.26,98696,2073,191,5.8
2025-12-03,CAMP-13281,Facebook,382.29,5204,123,8,47.79
2025-12-03,CAMP-13282,Facebook,2710.23,30805,1042,87,31.15
2025-12-03,CAMP-13283,LinkedIn,496.85,37435,784,32,15.53
2025-12-03,CAMP-13284,LinkedIn,1547.64,82635,4011,134,11.55
2025-12-04,CAMP-13285,Facebook,2139.17,111475,2619,92,23.25
2025-12-04,CAMP-13286,LinkedIn,2647.78,240167,9385,211,12.55
2025-12-04,CAMP-13287,Facebook,1030.81,18002,677,36,28.63
2025-12-04,CAMP-13288,TikTok,3291.69,51394,1207,94,35.02
2025-12-04,CAMP-13289,TikTok,4277.67,134760,2019,186,23.0
2025-12-04,CAMP-13290,TikTok,3511.53,199449,4681,318,11.04
2025-12-04,CAMP-13291,TikTok,3187.68,272003,7179,280,11.38
2025-12-04,CAMP-13292,TikTok,3204.88,159954,6318,481,6.66
2025-12-04,CAMP-13293,TikTok,1545.74,109781,4783,243,6.36
2025-12-04,CAMP-13294,Google Ads,1217.2,15730,495,48,25.36
2025-12-05,CAMP-13295,LinkedIn,4767.76,358502,17634,473,10.08
2025-12-05,CAMP-13296,LinkedIn,4962.87,451222,19375,1420,3.49
